comprador_unico,n_items_sum,lead_min,n_categorias_sum,n_sellers_sum,reviews_buenas,freight_total_sum,frequency,recencia,compras_x_mes,monto_rango,installments_max,monto_sum,ordenes_180d,review_max,recencia_rel,ordenes_90d,monto_60d,freight_ratio_sum,monto_90d,cat_div_ratio,dow_distintos,meses_activo,n_items_max,ordenes_60d,ordenes_30d,cuotas_uso_ratio
0.019174000391531196,0.014711671414777076,0.1422105060649305,-0.000501740078681723,-0.0,0.00615142791772214,-0.2759622140174168,0.0,1.4792655960501306,0.009188020628933395,-0.0,0.3077618341169066,-6.874459999661181,-0.0,-0.07960253025903889,0.0,0.003047058860807942,3.589660381576664,0.0018998810390290066,-2.1962117547483193,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,-0.06424395902171752,0.008649266250600647,-0.019213259798251198
-0.17256600352378082,-0.09845503177581591,0.0227058791196107,-0.02558874401276785,-0.008858062868199094,0.00615142791772214,-2.842889361713319,0.044714240251997,-3.1178995850448894,0.015336631660041114,-3.2631903364317285,-0.8463450438214932,65.00916027673354,-0.0,-0.07960253025903889,-0.04322770390963698,0.003047058860807942,-38.5024946328858,-0.00015996830939289872,28.01944085184474,0.031257953481492844,-0.0,-0.009310488956849673,-0.004123430100037057,0.06172458807968938,-0.027389343126902048,-0.003964640910750247
0.019174000391531196,0.014711671414777076,0.0227058791196107,-0.000501740078681723,-0.0,0.00615142791772214,0.25479339922797656,0.0,-2.4027850013189975,-0.01254900020326313,-0.0,-0.07694045852922667,-8.907406523299201,-0.0,-0.07960253025903889,0.0,0.003047058860807942,1.2715604115177608,0.0015648939401176948,-3.178036646336206,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,0.06172458807968938,0.008649266250600647,0.011283977976750703
0.019174000391531196,0.014711671414777076,-0.6943218825523081,-0.000501740078681723,-0.0,0.00615142791772214,0.3973517250996731,0.0,1.1727879173104625,0.008317895258333976,-0.0,0.3077618341169066,-9.83902818682827,-0.0,-0.07960253025903889,0.0,0.003047058860807942,3.589660381576664,0.0021967146727776853,-3.627969454779435,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,-0.06424395902171752,0.008649266250600647,-0.019213259798251198
0.019174000391531196,0.014711671414777076,0.1422105060649305,-0.000501740078681723,-0.0,0.00615142791772214,0.1727675317264158,0.0,3.8289277997209186,0.014070889117554856,-0.0,0.3077618341169066,-5.423951607494858,-0.0,0.03411537011101664,0.0,-0.015997059019241693,3.589660381576664,-6.54836337370502e-05,-4.63138032818169,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,-0.06424395902171752,0.008649266250600647,-0.019213259798251198
0.019174000391531196,0.014711671414777076,0.7397336407915295,-0.000501740078681723,-0.0,0.00615142791772214,-1.608553580165768,0.0,-3.7308549425242257,-0.021014997790539666,-0.0,0.05129363901948443,1.1826008190306208,-0.0,0.03411537011101664,0.0,0.003047058860807942,-6.500987364627755,0.0010671976244913091,1.69499874825733,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,0.06172458807968938,-0.027389343126902048,0.011283977976750703
0.019174000391531196,0.014711671414777076,1.2177521485728087,-0.000501740078681723,-0.0,0.00615142791772214,0.29865749949619086,0.0,-0.9725558338672134,-0.0006966035810759713,-0.0,0.3077618341169066,-7.509974028005598,-0.0,0.03411537011101664,0.0,0.003047058860807942,0.1950883669394677,0.0002669230729813011,-2.503137433671362,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,0.06172458807968938,0.008649266250600647,-0.019213259798251198
0.019174000391531196,0.014711671414777076,2.5323030449713264,-0.000501740078681723,-0.0,-0.028023171625178627,0.16618791668618355,0.0,0.8663102385707946,0.007370994119740495,-0.0,-0.8463450438214932,12.953577684684634,-0.0,0.3752690712211832,0.0,0.003047058860807942,3.589660381576664,-0.0009564373262981112,7.379869427650607,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,-0.06424395902171752,0.008649266250600647,0.011283977976750703
0.019174000391531196,0.014711671414777076,0.8592382677368493,-0.000501740078681723,-0.0,0.00615142791772214,0.15697645562985865,0.0,-1.2790335126068815,-0.002641981750067179,-0.0,-0.8463450438214932,15.063344585375274,-0.0,0.03411537011101664,0.0,0.003047058860807942,-17.19362022721554,-0.0009746737816658521,8.398795225481937,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,0.06172458807968938,0.008649266250600647,0.011283977976750703
0.019174000391531196,0.014711671414777076,-0.9333311364429476,-0.000501740078681723,-0.0,0.00615142791772214,0.4012994941238124,0.0,0.2533548810914586,0.005202285060381231,-0.0,0.3077618341169066,-5.515437692893889,-0.0,0.03411537011101664,0.0,0.003047058860807942,3.589660381576664,-0.00045790944532026997,-1.5398629952051979,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,-0.06424395902171752,0.008649266250600647,-0.019213259798251198
0.019174000391531196,0.014711671414777076,-0.5748172556069883,-0.000501740078681723,-0.0,0.00615142791772214,0.11267371435896212,0.0,1.7857432747897986,0.009990344022602985,-0.0,-0.718110946272782,10.245310210047654,-0.0,-0.07960253025903889,0.0,0.003047058860807942,3.589660381576664,-0.0009005615863616906,6.071893842086255,-0.0013024147283955362,-0.0,-0.0,-0.004123430100037057,-0.06424395902171752,0.008649266250600647,0.011283977976750703
