customer_unique_id,is_churn,recency_obs,frequency_obs,ticket_prom,avg_items,avg_freight,freight_ratio,n_sellers,avg_cuotas,max_cuotas,lead_time_prom,delay_max,pct_boleto,pct_credito,pct_finde,n_categorias,review_score,reg_CentroOeste,reg_Nordeste,reg_Norte,reg_Sudeste,reg_Sur
3e45b1d69bfaf0b7963cbb9dd00196f7,1,261.0,1.0,64.74,1.0,24.84,0.6225563909774436,1.0,1.0,1.0,14.0,-22.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0
8051546e4730145100f73eb919000a81,1,48.0,1.0,217.78,1.0,57.79,0.36121007562972685,1.0,5.0,5.0,15.0,-20.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0
66d7c05de70168738de8f6f8b5adce82,1,7.0,1.0,145.5,1.0,28.2,0.24040920716112532,1.0,8.0,8.0,20.0,-8.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0
fbe53ee8a67e9fbf5cdb52d888701527,1,72.0,1.0,74.74,1.0,11.94,0.19012738853503186,1.0,1.0,1.0,5.0,-11.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
b91094129b0c7e78a2d312269365968e,1,57.0,1.0,180.95,1.0,21.95,0.1380503144654088,1.0,1.0,1.0,13.0,-11.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0
2e3c3bce0bc8cca5d8e987d047e64d8b,1,213.0,1.0,52.51,1.0,14.52,0.3822058436430639,1.0,5.0,5.0,5.0,-17.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
5cbf29b2dcf212a6a5d864b887238c72,1,70.0,1.0,124.16,1.0,14.16,0.12872727272727272,1.0,5.0,5.0,8.0,-4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
cab5ecc01e69aac95f48b619eb40a882,1,252.0,1.0,98.16,1.0,10.79,0.12349776811262446,1.0,1.0,1.0,19.0,-7.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0
106106992030e0d83e6f1bc9d4054070,1,187.0,1.0,389.82,2.0,30.02,0.08343524180100055,1.0,4.0,4.0,11.0,-13.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
6110fc2216f14d1efaa683050a262e90,1,159.0,1.0,393.46,1.0,33.96,0.09446453407510431,1.0,10.0,10.0,10.0,-22.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
92f65b75e3c4a45c14f410b4aac4db69,1,140.0,1.0,122.22,2.0,32.22,0.358,1.0,1.0,1.0,12.0,-21.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0
071bb277b0146da77fac31e70657815e,0,137.0,1.0,99.33,1.0,14.34,0.1687257324391105,1.0,4.0,4.0,9.0,-17.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
